"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032740","positive regulation of interleukin-17 production","4/744","28/28832",0.142857142857143,5.53609831029186,3.90832783363858,0.0055020552219297,0.0197147633520517,0.0110362334304567,"Ccl1/Il21/Il6/Osm",4
"GO:0033003","regulation of mast cell activation","4/744","28/28832",0.142857142857143,5.53609831029186,3.90832783363858,0.0055020552219297,0.0197147633520517,0.0110362334304567,"Cd300a/Cd300lb/Cd84/Lilrb4a",4
"GO:0033238","regulation of amine metabolic process","4/744","28/28832",0.142857142857143,5.53609831029186,3.90832783363858,0.0055020552219297,0.0197147633520517,0.0110362334304567,"Aldh2/Atp2b4/Epas1/Itgam",4
"GO:0045063","T-helper 1 cell differentiation","4/744","28/28832",0.142857142857143,5.53609831029186,3.90832783363858,0.0055020552219297,0.0197147633520517,0.0110362334304567,"Ccr2/Gadd45g/Il4/Relb",4
"GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","4/744","28/28832",0.142857142857143,5.53609831029186,3.90832783363858,0.0055020552219297,0.0197147633520517,0.0110362334304567,"Bcl3/Cish/Socs1/Socs3",4
"GO:0060039","pericardium development","4/744","28/28832",0.142857142857143,5.53609831029186,3.90832783363858,0.0055020552219297,0.0197147633520517,0.0110362334304567,"Dll4/Notch1/Tgfbr3/Vcam1",4
"GO:1903909","regulation of receptor clustering","4/744","28/28832",0.142857142857143,5.53609831029186,3.90832783363858,0.0055020552219297,0.0197147633520517,0.0110362334304567,"Agrn/Shank3/Slc7a11/Tnfaip6",4
"GO:0051345","positive regulation of hydrolase activity","13/744","223/28832",0.0582959641255605,2.25912531944645,3.07203360686214,0.00550315302577025,0.0197147633520517,0.0110362334304567,"Agrn/Ccl11/Ccl24/Cd40/Dock9/Ect2/Ifng/Kalrn/Mtss2/Rap1gap/Rgma/Rgs1/Rgs16",13
"GO:0007080","mitotic metaphase chromosome alignment","6/744","63/28832",0.0952380952380952,3.69073220686124,3.47963973299946,0.00564833559381554,0.0201635224089522,0.0112874466769738,"Cdca5/Cdk1/Kif22/Kif2c/Ska1/Spdl1",6
"GO:0019228","neuronal action potential","6/744","63/28832",0.0952380952380952,3.69073220686124,3.47963973299946,0.00564833559381554,0.0201635224089522,0.0112874466769738,"Gpr35/Gria1/Ifng/Kcna2/Myh14/P2rx1",6
"GO:0032892","positive regulation of organic acid transport","6/744","63/28832",0.0952380952380952,3.69073220686124,3.47963973299946,0.00564833559381554,0.0201635224089522,0.0112874466769738,"Cyp4a32/Il1a/P2ry2/Pla2r1/Ptges/Tnfsf11",6
"GO:0038066","p38MAPK cascade","6/744","63/28832",0.0952380952380952,3.69073220686124,3.47963973299946,0.00564833559381554,0.0201635224089522,0.0112874466769738,"Ccr2/Gadd45g/Map3k6/Per1/Spi1/Trem2",6
"GO:1902622","regulation of neutrophil migration","6/744","63/28832",0.0952380952380952,3.69073220686124,3.47963973299946,0.00564833559381554,0.0201635224089522,0.0112874466769738,"Adam8/C3ar1/Il1a/Ptger4/Slamf8/Tnfaip6",6
"GO:0170033","L-amino acid metabolic process","11/744","174/28832",0.0632183908045977,2.44988258558893,3.12205414883386,0.00569232114148822,0.0203062224229834,0.0113673294854689,"Aass/Arg1/Arg2/Atp2b4/Gclc/Hal/Hdc/Kynu/Prdx4/Slc7a11/Tdo2",11
"GO:0010001","glial cell differentiation","16/744","303/28832",0.0528052805280528,2.04634657014088,2.97995363805071,0.00576035586819001,0.0205105605148749,0.0114817170051453,"C1qa/Egr2/Ifng/Igf1/Il33/Itgam/Klf15/Lgi4/Lif/Nfix/Notch1/Nr1d1/Nrros/Tlr4/Tppp/Trem2",16
"GO:0010506","regulation of autophagy","16/744","303/28832",0.0528052805280528,2.04634657014088,2.97995363805071,0.00576035586819001,0.0205105605148749,0.0114817170051453,"Adra1a/Adrb2/Depp1/Foxo3/Gpsm1/Hmox1/Ifng/Il10/Il4/Kdr/Mapt/Mtcl1/Pycard/Snx7/Trem2/Ubr4",16
"GO:0019218","regulation of steroid metabolic process","9/744","127/28832",0.0708661417322835,2.74625349250698,3.2098614366987,0.00576175761599212,0.0205105605148749,0.0114817170051453,"Adora2b/Bmp6/Ces1g/Ch25h/Ifng/Igf1/Il1a/Nr1d1/Rora",9
"GO:0006734","NADH metabolic process","5/744","45/28832",0.111111111111111,4.30585424133811,3.61199937699115,0.00587903019729965,0.0208183328145043,0.0116540065163854,"Eno1/Eno1b/Gapdh/Me1/Pgk1",5
"GO:0010874","regulation of cholesterol efflux","5/744","45/28832",0.111111111111111,4.30585424133811,3.61199937699115,0.00587903019729965,0.0208183328145043,0.0116540065163854,"Abca8a/Abca8b/Ces1g/Pon1/Trem2",5
"GO:0032735","positive regulation of interleukin-12 production","5/744","45/28832",0.111111111111111,4.30585424133811,3.61199937699115,0.00587903019729965,0.0208183328145043,0.0116540065163854,"Cd40/Clec7a/Ifng/Scimp/Tlr4",5
"GO:0043388","positive regulation of DNA binding","5/744","45/28832",0.111111111111111,4.30585424133811,3.61199937699115,0.00587903019729965,0.0208183328145043,0.0116540065163854,"Brd4/Ifng/Igf1/Irf4/Nme1",5
"GO:0055078","sodium ion homeostasis","5/744","45/28832",0.111111111111111,4.30585424133811,3.61199937699115,0.00587903019729965,0.0208183328145043,0.0116540065163854,"Corin/Fxyd2/Il1a/Scnn1a/Spp1",5
"GO:1900744","regulation of p38MAPK cascade","5/744","45/28832",0.111111111111111,4.30585424133811,3.61199937699115,0.00587903019729965,0.0208183328145043,0.0116540065163854,"Ccr2/Gadd45g/Per1/Spi1/Trem2",5
"GO:1902742","apoptotic process involved in development","5/744","45/28832",0.111111111111111,4.30585424133811,3.61199937699115,0.00587903019729965,0.0208183328145043,0.0116540065163854,"Chek1/Lrp5/Notch1/Spi1/Tgfbr3",5
"GO:0010469","regulation of signaling receptor activity","8/744","105/28832",0.0761904761904762,2.95258576548899,3.26223726093257,0.00588522999951711,0.0208183328145043,0.0116540065163854,"Adra2a/Adrb2/Il10/Lilrb4a/Notch1/Plau/Ppara/Slc6a9",8
"GO:0022904","respiratory electron transport chain","8/744","105/28832",0.0761904761904762,2.95258576548899,3.26223726093257,0.00588522999951711,0.0208183328145043,0.0116540065163854,"Cdk1/Cox5a/Cox5b/Cox7a2/Cox7c/Cycs/Uqcr10/Uqcrq",8
"GO:0042445","hormone metabolic process","15/744","277/28832",0.0541516245487365,2.09852102014673,2.98994422109035,0.00589024440263827,0.0208215203674266,0.0116557908937829,"Ace/Aldh1a3/Bmp6/Corin/Crabp2/Ctsb/Ctsk/Cyp11a1/Cyp2d22/Dhrs9/Dio2/Duoxa1/Igf1/Inhba/Spp1",15
"GO:0002218","activation of innate immune response","17/744","331/28832",0.0513595166163142,1.99031933209889,2.94927396757087,0.00591822123048091,0.0209058170751531,0.0117029798012668,"Casp4/Cd14/Cd300a/Clec7a/Cyba/Ffar2/Irf4/Kcnk13/Nr1d1/Pycard/S100a14/Scimp/Tlr4/Tnip3/Trem2/Tril/Tyrobp",17
"GO:0045834","positive regulation of lipid metabolic process","11/744","175/28832",0.0628571428571429,2.43588325652842,3.1008353500691,0.00593689815670534,0.020957167691243,0.0117317256388833,"Adgrf5/Adora2b/Bmp6/Ces1g/Dbi/Fabp1/Ifng/Igf1/Il1a/Nr1d1/Ppara",11
"GO:0003208","cardiac ventricle morphogenesis","7/744","84/28832",0.0833333333333333,3.22939068100358,3.33025829682591,0.00602757836482231,0.0212328473783789,0.0118860498539367,"Dll4/Dsp/Hey1/Myh7/Notch1/Ryr2/Tgfbr3",7
"GO:0007566","embryo implantation","7/744","84/28832",0.0833333333333333,3.22939068100358,3.33025829682591,0.00602757836482231,0.0212328473783789,0.0118860498539367,"Gja1/Klf9/Lif/Mmp12/Reck/Stc1/Timp1",7
"GO:0010611","regulation of cardiac muscle hypertrophy","7/744","84/28832",0.0833333333333333,3.22939068100358,3.33025829682591,0.00602757836482231,0.0212328473783789,0.0118860498539367,"Acacb/Adra1a/Atp2b4/Igf1/Notch1/Ppara/Rgs4",7
"GO:0001704","formation of primary germ layer","9/744","128/28832",0.0703125,2.72479838709677,3.1829368638834,0.00605973727294754,0.0213164628739822,0.0119328574220217,"Col12a1/Col4a2/Ets2/Fn1/Gja1/Inhba/Itga8/Lama3/Nanog",9
"GO:0008645","hexose transmembrane transport","9/744","128/28832",0.0703125,2.72479838709677,3.1829368638834,0.00605973727294754,0.0213164628739822,0.0119328574220217,"Acacb/Ace/C3/Fabp5/Igf1/Itln1/Klf15/Slc5a1/Trarg1",9
"GO:0090276","regulation of peptide hormone secretion","15/744","278/28832",0.0539568345323741,2.09097238338362,2.97480559794024,0.0060827344345922,0.0213386008921911,0.0119452501823241,"Adra2a/Baiap3/Ffar2/Gja1/Gnao1/Ifng/Il6/Kalrn/Lif/Lrp5/Nr1d1/Per2/Ptger4/Slc16a1/Tnfsf11",15
"GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","6/744","64/28832",0.09375,3.63306451612903,3.43204177141173,0.00609975414678004,0.0213386008921911,0.0119452501823241,"Ace/Adra1a/Adra1d/Adrb2/Corin/Cyba",6
"GO:0021545","cranial nerve development","6/744","64/28832",0.09375,3.63306451612903,3.43204177141173,0.00609975414678004,0.0213386008921911,0.0119452501823241,"Egr2/Kcna2/Mafb/Nav2/Phox2a/Plxna4",6
"GO:0022602","ovulation cycle process","6/744","64/28832",0.09375,3.63306451612903,3.43204177141173,0.00609975414678004,0.0213386008921911,0.0119452501823241,"Foxo3/Inhba/Mmp19/Notch1/Ptger4/Tnfaip6",6
"GO:0038065","collagen-activated signaling pathway","6/744","64/28832",0.09375,3.63306451612903,3.43204177141173,0.00609975414678004,0.0213386008921911,0.0119452501823241,"Col1a1/Col4a2/Flt1/Flt4/Kdr/Ret",6
"GO:0046622","positive regulation of organ growth","6/744","64/28832",0.09375,3.63306451612903,3.43204177141173,0.00609975414678004,0.0213386008921911,0.0119452501823241,"Acacb/Cdk1/Igf1/Notch1/Pim1/Tgfbr3",6
"GO:0048524","positive regulation of viral process","6/744","64/28832",0.09375,3.63306451612903,3.43204177141173,0.00609975414678004,0.0213386008921911,0.0119452501823241,"Cd209d/Cd209e/Kpna2/Lgals1/Notch1/Tmprss4",6
"GO:0090497","mesenchymal cell migration","6/744","64/28832",0.09375,3.63306451612903,3.43204177141173,0.00609975414678004,0.0213386008921911,0.0119452501823241,"Ankrd11/Efnb1/Fn1/Ret/Sema3b/Sema6a",6
"GO:0007416","synapse assembly","16/744","305/28832",0.0524590163934426,2.03292790410717,2.95153400449777,0.00612368209518264,0.0214075129598167,0.0119838268393659,"Abi3bp/Adgrl1/Adgrl3/Agrn/Clstn1/Dock4/Efnb1/Efnb2/Fam107a/Gria1/Iqsec1/Mapt/Plxna4/Ppp1r9a/Shank3/Vldlr",16
"GO:0000302","response to reactive oxygen species","13/744","226/28832",0.0575221238938053,2.22913693025026,3.0191301317389,0.00613814626267971,0.0214265542248578,0.0119944860515538,"Apex1/Cdk1/Col1a1/Cyp11a1/Ect2/Fabp1/Foxo3/Gpx1/Hk3/Hmox1/Il1a/Il6/Lcn2",13
"GO:0002829","negative regulation of type 2 immune response","3/744","15/28832",0.2,7.7505376344086,4.25613624287548,0.00617568996721998,0.0214265542248578,0.0119944860515538,"Arg1/Arg2/Ccr2",3
"GO:0006825","copper ion transport","3/744","15/28832",0.2,7.7505376344086,4.25613624287548,0.00617568996721998,0.0214265542248578,0.0119944860515538,"Atox1/Atp7b/Steap4",3
"GO:0017014","protein nitrosylation","3/744","15/28832",0.2,7.7505376344086,4.25613624287548,0.00617568996721998,0.0214265542248578,0.0119944860515538,"Ace/Atp2b4/Gapdh",3
"GO:0045188","regulation of circadian sleep/wake cycle, non-REM sleep","3/744","15/28832",0.2,7.7505376344086,4.25613624287548,0.00617568996721998,0.0214265542248578,0.0119944860515538,"Il6/Kcna2/Ptger4",3
"GO:0045618","positive regulation of keratinocyte differentiation","3/744","15/28832",0.2,7.7505376344086,4.25613624287548,0.00617568996721998,0.0214265542248578,0.0119944860515538,"Nme2/Notch1/Numa1",3
"GO:0046007","negative regulation of activated T cell proliferation","3/744","15/28832",0.2,7.7505376344086,4.25613624287548,0.00617568996721998,0.0214265542248578,0.0119944860515538,"Arg1/Lilrb4a/Pdcd1lg2",3
"GO:0046036","CTP metabolic process","3/744","15/28832",0.2,7.7505376344086,4.25613624287548,0.00617568996721998,0.0214265542248578,0.0119944860515538,"Nme1/Nme2/Nme7",3
"GO:0071838","cell proliferation in bone marrow","3/744","15/28832",0.2,7.7505376344086,4.25613624287548,0.00617568996721998,0.0214265542248578,0.0119944860515538,"Ace/Il6/Lgals3",3
"GO:0090235","regulation of metaphase plate congression","3/744","15/28832",0.2,7.7505376344086,4.25613624287548,0.00617568996721998,0.0214265542248578,0.0119944860515538,"Cdk1/Dync1h1/Numa1",3
"GO:2000402","negative regulation of lymphocyte migration","3/744","15/28832",0.2,7.7505376344086,4.25613624287548,0.00617568996721998,0.0214265542248578,0.0119944860515538,"Adtrp/Ccl12/Cd200r1",3
"GO:0006164","purine nucleotide biosynthetic process","12/744","201/28832",0.0597014925373134,2.31359332370406,3.04156159138107,0.00623128783258705,0.021604643156545,0.0120941794126347,"Adora2b/Ak2/Eno1/Eno1b/Il4/Kynu/Ldhc/Nme1/Nme2/Nme7/Ppara/Trem2",12
"GO:0010878","cholesterol storage","4/744","29/28832",0.137931034482759,5.34519836855766,3.81018143973551,0.00625412389391187,0.0216098123897487,0.0120970731254972,"Ces1g/Msr1/Ppara/Trem2",4
"GO:0031643","positive regulation of myelination","4/744","29/28832",0.137931034482759,5.34519836855766,3.81018143973551,0.00625412389391187,0.0216098123897487,0.0120970731254972,"Egr2/Igf1/Itgax/Tppp",4
"GO:0042430","indole-containing compound metabolic process","4/744","29/28832",0.137931034482759,5.34519836855766,3.81018143973551,0.00625412389391187,0.0216098123897487,0.0120970731254972,"Aldh2/Cyp2d22/Kynu/Tdo2",4
"GO:0045187","regulation of circadian sleep/wake cycle, sleep","4/744","29/28832",0.137931034482759,5.34519836855766,3.81018143973551,0.00625412389391187,0.0216098123897487,0.0120970731254972,"Il6/Kcna2/Per3/Ptger4",4
"GO:1900017","positive regulation of cytokine production involved in inflammatory response","4/744","29/28832",0.137931034482759,5.34519836855766,3.81018143973551,0.00625412389391187,0.0216098123897487,0.0120970731254972,"Clec7a/Il6/Tarm1/Tlr4",4
"GO:0098727","maintenance of cell number","13/744","227/28832",0.0572687224669604,2.21931694377339,3.00168056976613,0.00636231534142721,0.0219686495622814,0.0122979485166382,"Bcl7a/Fancd2/Foxo3/Gata2/Igf1/Lif/Lrp5/Nanog/Nfix/Notch1/Smarca2/Spi1/Tead1",13
"GO:0007589","body fluid secretion","9/744","129/28832",0.0697674418604651,2.70367591897974,3.15626970664071,0.00636944344260141,0.0219782704202102,0.0123033342284526,"Adora3/Agr2/Atp7b/Cyba/Gja1/Kalrn/Nme1/P2ry2/Ptger4",9
"GO:0009266","response to temperature stimulus","11/744","177/28832",0.0621468926553672,2.40835915193488,3.05883294916477,0.00645079958553819,0.0221956348793231,0.01242501384831,"Adrb2/Gclc/Hmox1/Igf1/Il1a/Mapt/Metrnl/Osm/Plac8/Tfec/Tlr4",11
"GO:0001654","eye development","22/744","475/28832",0.0463157894736842,1.79486134691568,2.84291551820955,0.00645338640381363,0.0221956348793231,0.01242501384831,"Acvr2b/Aldh1a3/Atp2b4/Bmp6/C3/Dll4/Fjx1/Flt1/Gja1/Inhba/Kdr/Lif/Lrp5/Myh10/Nes/Nfix/Notch1/Per1/Pxdn/Ret/Slc7a11/Tmod1",22
"GO:0001893","maternal placenta development","5/744","46/28832",0.108695652173913,4.2122487143525,3.5485696341489,0.00645874559013096,0.0221956348793231,0.01242501384831,"Ctsb/Gja1/Junb/Lif/Stc1",5
"GO:0009394","2'-deoxyribonucleotide metabolic process","5/744","46/28832",0.108695652173913,4.2122487143525,3.5485696341489,0.00645874559013096,0.0221956348793231,0.01242501384831,"Ak2/Gda/Nme1/Nme2/Tyms",5
"GO:0032228","regulation of synaptic transmission, GABAergic","5/744","46/28832",0.108695652173913,4.2122487143525,3.5485696341489,0.00645874559013096,0.0221956348793231,0.01242501384831,"Adra1a/Baiap3/Car2/Dbi/Phf24",5
"GO:0048147","negative regulation of fibroblast proliferation","5/744","46/28832",0.108695652173913,4.2122487143525,3.5485696341489,0.00645874559013096,0.0221956348793231,0.01242501384831,"Cd300a/Ifi30/Ifng/Smarca2/Socs1",5
"GO:0031400","negative regulation of protein modification process","20/744","418/28832",0.0478468899521531,1.85419560631785,2.86309130903479,0.00649481012356055,0.0223044293388491,0.012485916484057,"Atp2b4/Bdkrb1/Bex2/Cd300a/Dbi/Fry/Gadd45g/Gclc/Ifng/Igf1/Klf15/Lilrb4a/Mapt/Pbk/Per2/Ptprb/Pycard/Socs1/Socs3/Tppp",20
"GO:0051146","striated muscle cell differentiation","18/744","362/28832",0.0497237569060773,1.92692924612369,2.88843799645106,0.00652499975031906,0.0223929143973662,0.0125354500109609,"Adra1a/Akap13/Alpk2/Bhlha15/Ccl8/Cdk1/Cxcl10/Efnb2/Gpx1/Igf1/Il4/Myh10/Myl9/Notch1/Ppara/Rgs4/Sik1/Tmod1",18
"GO:0006826","iron ion transport","6/744","65/28832",0.0923076923076923,3.57717121588089,3.38538898149189,0.00657686664615204,0.0224778603714261,0.0125830023747383,"Flvcr2/Ifng/Lcn2/Mcoln2/Steap4/Tfrc",6
"GO:0031641","regulation of myelination","6/744","65/28832",0.0923076923076923,3.57717121588089,3.38538898149189,0.00657686664615204,0.0224778603714261,0.0125830023747383,"Egr2/Ifng/Igf1/Itgax/Lgi4/Tppp",6
"GO:0045058","T cell selection","6/744","65/28832",0.0923076923076923,3.57717121588089,3.38538898149189,0.00657686664615204,0.0224778603714261,0.0125830023747383,"Batf/Brd4/Il4/Il6/Irf4/Lgals1",6
"GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","6/744","65/28832",0.0923076923076923,3.57717121588089,3.38538898149189,0.00657686664615204,0.0224778603714261,0.0125830023747383,"Cxcl5/Il10/Il4/Il5/Il6/Notch1",6
"GO:2000630","positive regulation of miRNA metabolic process","6/744","65/28832",0.0923076923076923,3.57717121588089,3.38538898149189,0.00657686664615204,0.0224778603714261,0.0125830023747383,"Foxo3/Gata2/Il10/Notch3/Spi1/Tead1",6
"GO:0009063","amino acid catabolic process","8/744","107/28832",0.0747663551401869,2.89739724650789,3.20019209985685,0.00658083545445546,0.0224778603714261,0.0125830023747383,"Aass/Arg1/Arg2/Atp2b4/Hal/Hdc/Kynu/Tdo2",8
"GO:0015844","monoamine transport","8/744","107/28832",0.0747663551401869,2.89739724650789,3.20019209985685,0.00658083545445546,0.0224778603714261,0.0125830023747383,"Adora2b/Adora3/Cd300a/Fcer1g/Htr7/Kcna2/Lgals3/P2rx1",8
"GO:0035023","regulation of Rho protein signal transduction","7/744","86/28832",0.0813953488372093,3.15428857214304,3.25626922892985,0.00684375689610308,0.0233601466001846,0.0130769021289062,"Adra1a/Akap13/Col3a1/Dock6/Dock9/Kank2/Mcf2l",7
"GO:0021675","nerve development","8/744","108/28832",0.0740740740740741,2.87056949422541,3.16970743670462,0.00695112878597218,0.0237106562766787,0.0132731158262428,"Egr2/Kcna2/Mafb/Nav2/Phox2a/Plxna4/Ret/Vcam1",8
"GO:0030879","mammary gland development","11/744","179/28832",0.0614525139664804,2.38145011113113,3.01739790087318,0.00699893027097973,0.0238576330179794,0.0133553927269023,"Atp7b/Ccl11/Ccl2/Gja1/Gpx1/Igf1/Iqgap3/Kalrn/Lrp5/Nme1/Tnfsf11",11
"GO:0015749","monosaccharide transmembrane transport","9/744","131/28832",0.0687022900763359,2.66239842403349,3.10368876825994,0.00702521649109233,0.02387833583649,0.0133669820690451,"Acacb/Ace/C3/Fabp5/Igf1/Itln1/Klf15/Slc5a1/Trarg1",9
"GO:0072329","monocarboxylic acid catabolic process","9/744","131/28832",0.0687022900763359,2.66239842403349,3.10368876825994,0.00702521649109233,0.02387833583649,0.0133669820690451,"Acaa1b/Acacb/Adtrp/Cyp4f18/Dbi/Fabp1/Ldhc/Lpin2/Slc16a1",9
"GO:0006929","substrate-dependent cell migration","4/744","30/28832",0.133333333333333,5.16702508960573,3.71647599731642,0.00707141828780946,0.02387833583649,0.0133669820690451,"Adam8/Fn1/Myh10/Ston1",4
"GO:0014829","vascular associated smooth muscle contraction","4/744","30/28832",0.133333333333333,5.16702508960573,3.71647599731642,0.00707141828780946,0.02387833583649,0.0133669820690451,"Acta2/Dock4/Htr7/P2rx1",4
"GO:0032891","negative regulation of organic acid transport","4/744","30/28832",0.133333333333333,5.16702508960573,3.71647599731642,0.00707141828780946,0.02387833583649,0.0133669820690451,"Il1rn/Pla2r1/Rgs4/Thbs1",4
"GO:0051873","killing by host of symbiont cells","4/744","30/28832",0.133333333333333,5.16702508960573,3.71647599731642,0.00707141828780946,0.02387833583649,0.0133669820690451,"Arg1/Cxcl1/Cxcl5/Gapdh",4
"GO:0060045","positive regulation of cardiac muscle cell proliferation","4/744","30/28832",0.133333333333333,5.16702508960573,3.71647599731642,0.00707141828780946,0.02387833583649,0.0133669820690451,"Cdk1/Notch1/Pim1/Tgfbr3",4
"GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum","4/744","30/28832",0.133333333333333,5.16702508960573,3.71647599731642,0.00707141828780946,0.02387833583649,0.0133669820690451,"Ccl3/Ccr5/Gsto1/Ryr2",4
"GO:0019692","deoxyribose phosphate metabolic process","5/744","47/28832",0.106382978723404,4.12262640128117,3.48691814068147,0.00707737201455523,0.02387833583649,0.0133669820690451,"Ak2/Gda/Nme1/Nme2/Tyms",5
"GO:1990776","response to angiotensin","5/744","47/28832",0.106382978723404,4.12262640128117,3.48691814068147,0.00707737201455523,0.02387833583649,0.0133669820690451,"Ace/Adora2b/Car2/Col3a1/Inhba",5
"GO:0030858","positive regulation of epithelial cell differentiation","6/744","66/28832",0.0909090909090909,3.52297165200391,3.33964660582538,0.00708047848490151,0.02387833583649,0.0133669820690451,"Bmp6/Foxa3/Lif/Nme2/Notch1/Numa1",6
"GO:0050850","positive regulation of calcium-mediated signaling","6/744","66/28832",0.0909090909090909,3.52297165200391,3.33964660582538,0.00708047848490151,0.02387833583649,0.0133669820690451,"Adora3/Ccl3/Clec7a/Igf1/Kdr/Trem2",6
"GO:0051289","protein homotetramerization","6/744","66/28832",0.0909090909090909,3.52297165200391,3.33964660582538,0.00708047848490151,0.02387833583649,0.0133669820690451,"Acacb/Aldh1a3/Me1/Pkd2/Tdo2/Tk1",6
"GO:0060760","positive regulation of response to cytokine stimulus","6/744","66/28832",0.0909090909090909,3.52297165200391,3.33964660582538,0.00708047848490151,0.02387833583649,0.0133669820690451,"Casp4/Cd40/Mmp12/Tlr4/Trem2/Trim56",6
"GO:0099171","presynaptic modulation of chemical synaptic transmission","6/744","66/28832",0.0909090909090909,3.52297165200391,3.33964660582538,0.00708047848490151,0.02387833583649,0.0133669820690451,"Adora2b/Adora3/Adra1a/Adra2a/Adrb2/Htr7",6
"GO:1905953","negative regulation of lipid localization","6/744","66/28832",0.0909090909090909,3.52297165200391,3.33964660582538,0.00708047848490151,0.02387833583649,0.0133669820690451,"Ces1g/Cry2/Pla2r1/Ppara/Thbs1/Trem2",6
"GO:0002791","regulation of peptide secretion","15/744","283/28832",0.0530035335689046,2.05402940841217,2.90005616116438,0.00712254510091381,0.0240042099206563,0.0134374457997477,"Adra2a/Baiap3/Ffar2/Gja1/Gnao1/Ifng/Il6/Kalrn/Lif/Lrp5/Nr1d1/Per2/Ptger4/Slc16a1/Tnfsf11",15
"GO:0007051","spindle organization","12/744","205/28832",0.0585365853658537,2.2684500393391,2.96632198377871,0.00724867110591232,0.0244130227133255,0.0136662973121238,"Ccnb2/Dlgap5/Dync1h1/Knstrn/Numa1/Pkd1/Prc1/Ska1/Spc25/Stard9/Tacc2/Tppp",12
"GO:0014743","regulation of muscle hypertrophy","7/744","87/28832",0.0804597701149425,3.11803238165863,3.22008234659138,0.00728129807439312,0.0244903195033741,0.0137095676980355,"Acacb/Adra1a/Atp2b4/Igf1/Notch1/Ppara/Rgs4",7
"GO:0032729","positive regulation of type II interferon production","7/744","87/28832",0.0804597701149425,3.11803238165863,3.22008234659138,0.00728129807439312,0.0244903195033741,0.0137095676980355,"Bcl3/Ccr2/Cd14/Clec7a/Il21/Pycard/Tlr4",7
"GO:1901888","regulation of cell junction assembly","16/744","311/28832",0.0514469453376206,1.99370743007295,2.86755839010443,0.00732611492782856,0.0246246970548925,0.0137847916304707,"Abi3bp/Ace/Adgrl1/Adgrl3/Agrn/Cldn1/Clstn1/Dock4/Fam107a/Gja1/Iqsec1/Kdr/Limch1/Ppp1r9a/Tjp1/Vldlr",16
"GO:0035967","cellular response to topologically incorrect protein","8/744","109/28832",0.073394495412844,2.84423399427839,3.13957083061564,0.00733694033154862,0.0246283766301718,0.0137868514397102,"Agr2/Atf3/Bhlha15/Derl3/Ifng/Pdia6/Sdf2l1/Ubr4",8
"GO:0050848","regulation of calcium-mediated signaling","8/744","109/28832",0.073394495412844,2.84423399427839,3.13957083061564,0.00733694033154862,0.0246283766301718,0.0137868514397102,"Adora3/Atp2b4/Ccl3/Clec7a/Igf1/Kdr/Mapt/Trem2",8
"GO:0044344","cellular response to fibroblast growth factor stimulus","10/744","156/28832",0.0641025641025641,2.48414667769506,3.02507223933554,0.00744418841028738,0.0247349232101735,0.0138464957228861,"Col1a1/Dll4/Fam20c/Fgf23/Flt1/Flt4/Gclc/Kdr/Ret/Thbs1",10
"GO:0002430","complement receptor mediated signaling pathway","3/744","16/28832",0.1875,7.26612903225806,4.08035913867792,0.00745663627394799,0.0247349232101735,0.0138464957228861,"C3/C3ar1/Itgam",3
"GO:0003188","heart valve formation","3/744","16/28832",0.1875,7.26612903225806,4.08035913867792,0.00745663627394799,0.0247349232101735,0.0138464957228861,"Hey1/Notch1/Olfm1",3
"GO:0010887","negative regulation of cholesterol storage","3/744","16/28832",0.1875,7.26612903225806,4.08035913867792,0.00745663627394799,0.0247349232101735,0.0138464957228861,"Ces1g/Ppara/Trem2",3
"GO:0023035","CD40 signaling pathway","3/744","16/28832",0.1875,7.26612903225806,4.08035913867792,0.00745663627394799,0.0247349232101735,0.0138464957228861,"Cd40/Fancd2/Trem2",3
"GO:0033147","negative regulation of intracellular estrogen receptor signaling pathway","3/744","16/28832",0.1875,7.26612903225806,4.08035913867792,0.00745663627394799,0.0247349232101735,0.0138464957228861,"Cyp7b1/Kank2/Zfp366",3
"GO:0042416","dopamine biosynthetic process","3/744","16/28832",0.1875,7.26612903225806,4.08035913867792,0.00745663627394799,0.0247349232101735,0.0138464957228861,"Aldh2/Cyp2d22/Epas1",3
"GO:0042748","circadian sleep/wake cycle, non-REM sleep","3/744","16/28832",0.1875,7.26612903225806,4.08035913867792,0.00745663627394799,0.0247349232101735,0.0138464957228861,"Il6/Kcna2/Ptger4",3
"GO:0043031","negative regulation of macrophage activation","3/744","16/28832",0.1875,7.26612903225806,4.08035913867792,0.00745663627394799,0.0247349232101735,0.0138464957228861,"Adgrf5/Il4/Nr1d1",3
"GO:0044070","regulation of monoatomic anion transport","3/744","16/28832",0.1875,7.26612903225806,4.08035913867792,0.00745663627394799,0.0247349232101735,0.0138464957228861,"Car2/Prkg2/Stc1",3
"GO:0051284","positive regulation of sequestering of calcium ion","3/744","16/28832",0.1875,7.26612903225806,4.08035913867792,0.00745663627394799,0.0247349232101735,0.0138464957228861,"Gsto1/Pkd2/Ryr2",3
